InspectionUID,InspectionDate,InspectionScore,InspectionStatus,FacilityName,FacilityFullStreetAddress,FacilityZip,EstablishmentType,Cuisine,FacilityRiskScore,FacilityRiskProfile
5701754,1/14/15 0:00,1,PASS,TACO BELL # 9535,4904 W BELLFORT,77035,Restaurant - Single Service,MEXICAN / HISPANIC,3,MEDIUM
5702185,1/20/15 0:00,2,PASS,SONIC DRIVE IN # 1109,15917 S POST OAK STE C,77053,Restaurant - Single Service,"BURGERS, ETC.",6,MEDIUM
5703462,1/28/15 0:00,1,PASS,K.H.S. BAND BOOSTERS CONCESSION STAND,2701 KINGWOOD DR,77338,Restaurant - Single Service,,0,MEDIUM
5721739,1/28/15 0:00,1,PASS,K & S SUPER MART,6902 N WAYSIDE,77028,Restaurant - Single Service,,2,MEDIUM
5702465,1/21/15 0:00,1,,NRG STADIUM,2 RELIANT PKWY,77054,Restaurant - Single Service,LOCAL / CONTINENTAL,6,HIGH
5702892,1/23/15 0:00,2,PASS,ADDIC TEA CAFE,8586 WESTHEIMER RD,77063,Restaurant - Single Service,CHINESE,5,HIGH
5703012,1/26/15 0:00,1,PASS,THE SEAFOOD CENTER,8112 HOMESTEAD,77028,Restaurant - Single Service,,5,MEDIUM
5703444,1/28/15 0:00,1,PASS,MAMA SEAFOOD,10196 JENSEN,77093,Restaurant - Single Service,SEAFOOD,0,MEDIUM
5721758,1/29/15 0:00,3,PASS,SU KO'S BURGER HOUSE,93 S LOCKWOOD,77011,Restaurant - Single Service,,0,MEDIUM
5700395,1/7/15 0:00,1,PASS,CITILINE DELI  #10,757 N ELDRIGE PKWY STE 175,77079,Restaurant - Single Service,DELI,6,MEDIUM
5700958,1/8/15 0:00,3,PASS,SONIC DRIVE IN # 3668,12419 KUYKENDAHL RD,77090,Restaurant - Single Service,,4,MEDIUM
5701630,1/14/15 0:00,1,PASS,MIDTOWN GRILL,4704 ENNIS ST,77004,Restaurant - Single Service,,4,MEDIUM
5701772,1/15/15 0:00,5,FAIL,LITTLE BUDDY #2,2001 S WAYSIDE,77023,Restaurant - Single Service,,0,MEDIUM
5702837,1/23/15 0:00,1,PASS,SHIPLEY DONUTS,8901 MESA DR,77028,Restaurant - Single Service,OTHER,4,MEDIUM
5703373,1/28/15 0:00,1,PASS,WHATABURGER #431,13550 EAST  FWY,77015,Restaurant - Single Service,"BURGERS, ETC.",6,MEDIUM
5721838,1/30/15 0:00,1,PASS,WHATABURGER #518,7629 W BELLFORT,77071,Restaurant - Single Service,"BURGERS, ETC.",6,MEDIUM
5724564,1/26/15 0:00,1,PASS,QUIZNOS AT PARK ROW,1029 N HIGHWAY 6 STE 500,77079,Restaurant - Single Service,DELI,4,MEDIUM
5700014,1/5/15 0:00,1,PASS,TACO CABANA #250,13455 EAST  FWY,77015,Restaurant - Single Service,MEXICAN / HISPANIC,8,HIGH
5700057,1/5/15 0:00,1,PASS,BURGER TEX,5610 N GESSNER DR,77041,Restaurant - Single Service,"BURGERS, ETC.",6,HIGH
5700168,1/6/15 0:00,1,PASS,LANDRY'S CORPORATE OFFICE TEST KITCHEN,1510 WEST LOOP SOUTH,77027,Restaurant - Single Service,LOCAL / CONTINENTAL,3,MEDIUM
5700670,1/7/15 0:00,1,PASS,STARBUCKS COFFEE #6332,1200 MCKINNEY STE 476,77010,Restaurant - Single Service,"BEVERAGES, ETC.",0,MEDIUM
5700709,1/8/15 0:00,1,PASS,BLALOCK SHELL,1315 BLALOCK,77055,Restaurant - Single Service,MEXICAN / HISPANIC,4,MEDIUM
5700516,1/5/15 0:00,1,PASS,SIMON'S CAFE,500 DALLAS STE T-22,77002,Restaurant - Single Service,LOCAL / CONTINENTAL,9,HIGH
5700897,1/8/15 0:00,1,PASS,SEAFOOD CORNER (inside Greenspoint Mall),12300 NORTH FWY,77060,Restaurant - Single Service,SEAFOOD,5,HIGH
5699907,1/2/15 0:00,1,PASS,POPEYE'S LOUISIANA KITCHEN,10759 KINGSPOINT,77075,Restaurant - Single Service,CHICKEN,4,MEDIUM
5701343,1/12/15 0:00,1,PASS,SUBWAY SANDWICH #13394,9209 CULLEN,77051,Restaurant - Single Service,SANDWICHES,5,MEDIUM
5701479,1/13/15 0:00,1,PASS,TIFF'S TREATS,1333 OLD SPANISH STE I,77054,Restaurant - Single Service,DELI,3,MEDIUM
5701636,1/14/15 0:00,1,PASS,NARA TERIYAKI,2111 FANNIN STE 101,77002,Restaurant - Single Service,,5,HIGH
5700917,1/8/15 0:00,2,PASS,PAPAGAYOS,44 ALDINE BENDER,77060,Restaurant - Single Service,,4,MEDIUM
5701096,1/9/15 0:00,1,PASS,HACIENDA BELLA TERRA EVENTS,425 E LITTLE  YORK STE A,77076,Restaurant - Single Service,LOCAL / CONTINENTAL,2,LOW
5702311,1/20/15 0:00,1,PASS,MADCO,4802 W FUQUA,77045,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5702453,1/21/15 0:00,2,PASS,CHINO'S CHINESE KITCHEN,719 SHARPSTOWN CTR STE FC -08A,77036,Restaurant - Single Service,,7,HIGH
5702455,1/21/15 0:00,1,PASS,JACK IN THE BOX #3695,12777 EAST FWY,77015,Restaurant - Single Service,"BURGERS, ETC.",7,HIGH
5702461,1/21/15 0:00,1,PASS,PIZZARIA PALENQUE,813 SHARPSTOWN CENTER STE FC/18,77036,Restaurant - Single Service,PIZZA,5,HIGH
5702612,1/22/15 0:00,1,PASS,LAKE HOUSTON MARINA,10611 FM 1960 EAST,77336,Restaurant - Single Service,"BURGERS, ETC.",3,MEDIUM
5700598,1/7/15 0:00,1,PASS,BURGER KING,7806 BELLFORT,77061,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5700639,1/7/15 0:00,1,PASS,SOPHI CAFE,505 N SAM HOUSTON PKWY E,77060-4018,Restaurant - Single Service,LOCAL / CONTINENTAL,7,HIGH
5700950,1/8/15 0:00,1,PASS,NESTLE TOLL HOUSE CAFE BY CHIP,205 GREENSPOINT MALL,77067,Restaurant - Single Service,DESSERTS,7,HIGH
5701858,1/15/15 0:00,1,PASS,LE PETIT BISTRO,303 MEMORIAL CITY MALL STE 757,77024,Restaurant - Single Service,,7,HIGH
5701389,1/12/15 0:00,1,PASS,AMILLES COFFEE,1001 LOUISIANA ST STE B028,77002,Restaurant - Single Service,"BEVERAGES, ETC.",6,MEDIUM
5701740,1/15/15 0:00,1,PASS,CONOCO-HEMPSTEAD TRUCK STOP,14304 HEMPSTEAD  HWY,77040,Restaurant - Single Service,,6,HIGH
5702712,1/22/15 0:00,1,PASS,CHAMP BURGER,304 SAMPSON,77003,Restaurant - Single Service,"BURGERS, ETC.",0,MEDIUM
5702977,1/26/15 0:00,1,PASS,MR SUB,11030 BISSONNET STE EE,77099,Restaurant - Single Service,,7,HIGH
5703055,1/26/15 0:00,1,PASS,BURGER KING #17877,1823 W MOUNT HOUSTON RD,77088,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5721855,1/29/15 0:00,3,FAIL,LOUISIANA FISH HOUSE,60 E CROSSTIMBERS,77022,Restaurant - Single Service,SEAFOOD,6,HIGH
5721898,1/30/15 0:00,1,PASS,ABCO FOOD STORE,10730 WICKLOWE,77016,Restaurant - Single Service,,0,LOW
5701980,1/15/15 0:00,3,PASS,NEW TIMMY CHAN #12,5426 ANTOINE,77091,Restaurant - Single Service,CHICKEN,0,MEDIUM
5702309,1/20/15 0:00,3,PASS,AMILLES COFFEE,777 WALKER STE T245,77002,Restaurant - Single Service,"BEVERAGES, ETC.",1,LOW
5702544,1/21/15 0:00,1,PASS,W GRILL,12301 KURLAND DR STE 175,77034,Restaurant - Single Service,,4,MEDIUM
5703498,1/28/15 0:00,1,PASS,BEST WESTERN PLUS HOBBY AIRPORT INN & SUITES,8778 AIRPORT,77061,Restaurant - Single Service,,0,MEDIUM
5721803,1/30/15 0:00,1,PASS,TIMEWISE FOOD STORE #3201,6155 SOUTHWEST  FWY,77057,Restaurant - Single Service,,5,MEDIUM
5701849,1/15/15 0:00,3,PASS,JACK IN THE BOX #3616,2420 BAY AREA BLVD,77058-1520,Restaurant - Single Service,,6,MEDIUM
5702021,1/16/15 0:00,1,PASS,COUNTRY INN & SUITES,15555 JOHN F. KENNEDY BLVD STE B,77032,Restaurant - Single Service,,0,MEDIUM
5702324,1/20/15 0:00,1,PASS,GRISBY'S,1303 SAN JACINTO,77002,Restaurant - Single Service,,5,MEDIUM
5702560,1/7/15 0:00,1,PASS,MURPHY'S DELI,1200 MCKINNEY STE 337,77010,Restaurant - Single Service,DELI,6,HIGH
5703037,1/26/15 0:00,1,PASS,SUBWAY #13634,9421 MESA  RD STE H,77078,Restaurant - Single Service,SANDWICHES,6,MEDIUM
5703105,1/23/15 0:00,2,PASS,ST. JAMES EPISCOPAL CHURCH,3129 SOUTHMORE,77004,Restaurant - Single Service,LOCAL / CONTINENTAL,3,MEDIUM
5700457,1/7/15 0:00,1,PASS,SMOOTHIE ISLAND JUICE BAR,5709 WOODWAY STE D,77057,Restaurant - Single Service,"BURGERS, ETC.",7,MEDIUM
5700999,1/8/15 0:00,5,FAIL,PANDA EXPRESS #1784,8505 MAIN ST STE 400,77025,Restaurant - Single Service,CHINESE,4,MEDIUM
5701372,1/12/15 0:00,1,PASS,SUBWAY,15901 S POST OAK STE A,77053,Restaurant - Single Service,SANDWICHES,5,MEDIUM
5701516,1/13/15 0:00,2,PASS,MCDONALD'S #24670,3100 N TERMINAL  WAY STE B,77032,Restaurant - Single Service,,0,MEDIUM
5701517,1/13/15 0:00,2,PASS,MCDONALDS,8010 S GESSNER,77036,Restaurant - Single Service,"BURGERS, ETC.",7,HIGH
5701698,1/14/15 0:00,1,PASS,SPEED MART,3250 OLD SPANISH  TRL,77021,Restaurant - Single Service,"BURGERS, ETC.",7,HIGH
5701981,1/16/15 0:00,1,PASS,ROYAL TAPIOCA SANDWICH,1317 GESSNER DR,77055,Restaurant - Single Service,"BEVERAGES, ETC.",0,MEDIUM
5703292,1/27/15 0:00,1,PASS,THE SEAFOOD CENTER,8112 HOMESTEAD,77028,Restaurant - Single Service,,5,MEDIUM
5703359,1/28/15 0:00,1,,STARBUCKS,2800 N TERMINAL RD,77032,Restaurant - Single Service,"BEVERAGES, ETC.",2,LOW
5703474,1/27/15 0:00,1,PASS,SUNSET HEIGHTS FOOD STORE,202 W 27TH ST,77008,Restaurant - Single Service,,0,LOW
5721592,1/29/15 0:00,1,PASS,RIVER VIEW DELI,6363 WOODWAY STE 140,77057,Restaurant - Single Service,DELI,6,MEDIUM
5721864,1/30/15 0:00,1,PASS,MCDONALD'S #26850,392 N SAM HOUSTON PKWY E,77060,Restaurant - Single Service,"BURGERS, ETC.",5,HIGH
5726569,1/27/15 0:00,1,PASS,SANDWICHES & STUFF,1610 W SAM HOUSTON PKWY N,77043,Restaurant - Single Service,SANDWICHES,5,HIGH
5726572,1/28/15 0:00,1,PASS,JACK IN THE BOX #3606,5757 HOLLISTER,77040,Restaurant - Single Service,"BURGERS, ETC.",6,HIGH
5700130,1/6/15 0:00,1,PASS,SONIC DRIVE-IN #5,1201 W SAM HOUSTON NORTH PKWY STE A,77043,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5700345,1/6/15 0:00,2,PASS,BULLRITOS,1695 S VOSS,77057,Restaurant - Single Service,SANDWICHES,5,HIGH
5700722,1/8/15 0:00,3,PASS,BLALOCK SHELL,1315 BLALOCK,77055,Restaurant - Single Service,MEXICAN / HISPANIC,4,MEDIUM
5701009,1/8/15 0:00,1,PASS,TACO CABANA #402,8101 MAIN,77025,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5701390,1/12/15 0:00,1,PASS,AMILLES COFFEE,1001 LOUISIANA ST STE B028,77002,Restaurant - Single Service,"BEVERAGES, ETC.",6,MEDIUM
5701741,1/15/15 0:00,1,PASS,CONOCO-HEMPSTEAD TRUCK STOP,14304 HEMPSTEAD  HWY,77040,Restaurant - Single Service,,6,HIGH
5702022,1/16/15 0:00,1,PASS,COUNTRY INN & SUITES,15555 JOHN F. KENNEDY BLVD STE B,77032,Restaurant - Single Service,,0,MEDIUM
5702180,1/20/15 0:00,1,PASS,SONIC DRIVE IN # 1109,15917 S POST OAK STE C,77053,Restaurant - Single Service,"BURGERS, ETC.",6,MEDIUM
5703106,1/23/15 0:00,1,PASS,ST. JAMES EPISCOPAL CHURCH,3129 SOUTHMORE,77004,Restaurant - Single Service,LOCAL / CONTINENTAL,3,MEDIUM
5721740,1/29/15 0:00,1,PASS,SU KO'S BURGER HOUSE,93 S LOCKWOOD,77011,Restaurant - Single Service,,0,MEDIUM
5700809,1/8/15 0:00,1,PASS,LEE CAFE,9800 CENTRE PKWY STE 130,77036,Restaurant - Single Service,,4,MEDIUM
5701005,1/9/15 0:00,1,PASS,IMPACT HOUSTON CHURCH OF CHRIST,1704 WEBER,77007,Restaurant - Single Service,LOCAL / CONTINENTAL,6,HIGH
5702247,1/20/15 0:00,1,PASS,MILLER'S CAFE,2403 BAY AREA BLVD,77058,Restaurant - Single Service,"BURGERS, ETC.",0,MEDIUM
5702583,1/21/15 0:00,2,PASS,SARKU  JAPAN,2000 WILLOWBROOK MALL STE 1193,77070,Restaurant - Single Service,JAPANESE,4,MEDIUM
5702846,1/23/15 0:00,2,PASS,BURGER KING #831,5698 W LITTLE YORK,77091,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5702962,1/26/15 0:00,1,PASS,SUBWAY,7414 S SAM HOUSTON PKWY W STE 108,77085,Restaurant - Single Service,SANDWICHES,5,MEDIUM
5703401,1/28/15 0:00,1,PASS,PANDA EXPRESS,13415 EAST FWY,77015,Restaurant - Single Service,CHINESE,9,HIGH
5721941,1/31/15 0:00,3,PASS,PHILLIPS 66 CONVENIENCE STORE (Exxon gasoline),4910 WESLAYAN,77027,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5700691,1/8/15 0:00,1,PASS,T & T FOOD MART,4005 HOLLISTER,77080,Restaurant - Single Service,,5,HIGH
5701007,1/8/15 0:00,1,PASS,J & J SEAFOOD,3825 WOOD VALLEY GRNS,77025,Restaurant - Single Service,SEAFOOD,6,MEDIUM
5701451,1/13/15 0:00,1,PASS,MOODY PARK RECREATION CENTER,3725 FULTON ST,77009,Restaurant - Single Service,"BEVERAGES, ETC.",1,LOW
5701469,1/13/15 0:00,1,PASS,NARA TERIYAKI,2111 FANNIN STE 101,77002,Restaurant - Single Service,,5,HIGH
5702963,1/26/15 0:00,1,PASS,SUBWAY,7414 S SAM HOUSTON PKWY W STE 108,77085,Restaurant - Single Service,SANDWICHES,5,MEDIUM
5703408,1/28/15 0:00,1,PASS,PANDA EXPRESS,13415 EAST FWY,77015,Restaurant - Single Service,CHINESE,9,HIGH
5700467,1/7/15 0:00,1,PASS,SMOOTHIE ISLAND JUICE BAR,5709 WOODWAY STE D,77057,Restaurant - Single Service,"BURGERS, ETC.",7,MEDIUM
5700808,1/8/15 0:00,1,PASS,LEE CAFE,9800 CENTRE PKWY STE 130,77036,Restaurant - Single Service,,4,MEDIUM
5701003,1/8/15 0:00,1,PASS,PANDA EXPRESS #1784,8505 MAIN ST STE 400,77025,Restaurant - Single Service,CHINESE,4,MEDIUM
5701004,1/9/15 0:00,1,PASS,IMPACT HOUSTON CHURCH OF CHRIST,1704 WEBER,77007,Restaurant - Single Service,LOCAL / CONTINENTAL,6,HIGH
5701520,1/13/15 0:00,1,PASS,MCDONALDS,8010 S GESSNER,77036,Restaurant - Single Service,"BURGERS, ETC.",7,HIGH
5701962,1/16/15 0:00,2,PASS,JACK IN THE BOX # 630,1419 GESSNER,77080,Restaurant - Single Service,"BURGERS, ETC.",3,MEDIUM
5702010,1/16/15 0:00,1,PASS,JACK IN THE BOX # 3675,7699 KATY FWY,77024,Restaurant - Single Service,"BURGERS, ETC.",5,HIGH
5702243,1/20/15 0:00,1,PASS,MILLER'S CAFE,2403 BAY AREA BLVD,77058,Restaurant - Single Service,"BURGERS, ETC.",0,MEDIUM
5702548,1/21/15 0:00,1,PASS,SARKU  JAPAN,2000 WILLOWBROOK MALL STE 1193,77070,Restaurant - Single Service,JAPANESE,4,MEDIUM
5702842,1/23/15 0:00,1,PASS,BURGER KING #831,5698 W LITTLE YORK,77091,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5703364,1/28/15 0:00,1,,STARBUCKS,2800 N TERMINAL RD,77032,Restaurant - Single Service,"BEVERAGES, ETC.",2,LOW
5721867,1/30/15 0:00,1,PASS,MCDONALD'S #26850,392 N SAM HOUSTON PKWY E,77060,Restaurant - Single Service,"BURGERS, ETC.",5,HIGH
5721940,1/31/15 0:00,1,PASS,PHILLIPS 66 CONVENIENCE STORE (Exxon gasoline),4910 WESLAYAN,77027,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5726573,1/28/15 0:00,1,PASS,JACK IN THE BOX #3606,5757 HOLLISTER,77040,Restaurant - Single Service,"BURGERS, ETC.",6,HIGH
5700132,1/6/15 0:00,1,PASS,PURA COFFEE,7925 KATY  FWY STE C,77024,Restaurant - Single Service,"BEVERAGES, ETC.",1,LOW
5700205,1/6/15 0:00,2,PASS,TEE DELI,1500 CITY WEST BLVD STE #106,77042,Restaurant - Single Service,,7,MEDIUM
5700381,1/6/15 0:00,1,PASS,CHEMA FOOD PRODUCTS,7216 AVENUE F,77011,Restaurant - Single Service,,0,MEDIUM
5699867,1/2/15 0:00,1,PASS,Subway #31766,7418 AIRLINE STE W,77076,Restaurant - Single Service,SANDWICHES,7,MEDIUM
5700033,1/5/15 0:00,2,PASS,T'S MINI MART,3604 OATES  RD,77013,Restaurant - Single Service,,3,MEDIUM
5700251,1/6/15 0:00,1,PASS,NRG  CENTER CONCESSIONS,8334 FANNIN,77054,Restaurant - Single Service,OTHER,0,MEDIUM
5700256,1/6/15 0:00,2,PASS,MCDONALD'S #29407,2700 S KIRKWOOD,77077,Restaurant - Single Service,"BURGERS, ETC.",7,MEDIUM
5700267,1/6/15 0:00,1,PASS,SUBWAY #60987,4807 SAN JACINTO STE B,77004,Restaurant - Single Service,SANDWICHES,7,HIGH
5700496,1/7/15 0:00,1,PASS,SMOOTHIE KING,5770 HOLLISTER STE C,77040,Restaurant - Single Service,"BEVERAGES, ETC.",2,MEDIUM
5700344,1/6/15 0:00,1,PASS,AIRPORT FOOD MART,6915 TELEPHONE  RD STE A,77061,Restaurant - Single Service,OTHER,0,MEDIUM
5700548,1/7/15 0:00,5,FAIL,SIMON'S & CAJUN SIMONS,1200 MCKINNEY STE 341,77010,Restaurant - Single Service,CAFETERIA,7,HIGH
5700603,1/7/15 0:00,1,PASS,PAPPASITO'S CANTINA - HOBBY AIRPORT,7800 AIRPORT BLVD,77061,Restaurant - Single Service,,0,MEDIUM
5700662,1/7/15 0:00,1,PASS,BOBA LOUNGE,9889 BELLAIRE BLVD STE D228,77036,Restaurant - Single Service,CHINESE,6,HIGH
5700666,1/7/15 0:00,1,PASS,ROBEKS,1200 MCKINNEY STE 371,77010,Restaurant - Single Service,"BEVERAGES, ETC.",0,MEDIUM
5700812,1/8/15 0:00,1,PASS,THE LUNCH BOX,11011 RICHMOND STE 115,77042,Restaurant - Single Service,DELI,7,MEDIUM
5700881,1/7/15 0:00,1,PASS,BERING MEMORIAL U.M.CHURCH KIT,1440 HAROLD,77006,Restaurant - Single Service,LOCAL / CONTINENTAL,6,HIGH
5700879,1/8/15 0:00,1,PASS,LOVE'S TRAVELSTOP & ARBY'S,3940 N MCCARTY RD,77013,Restaurant - Single Service,SANDWICHES,5,MEDIUM
5701293,1/12/15 0:00,1,PASS,CHURCH'S FRIED CHICKEN,5207 N SHEPHERD,77091,Restaurant - Single Service,CHICKEN,6,MEDIUM
5701420,1/13/15 0:00,1,PASS,DAVILA ELEMENTARY SCHOOL PTO,7610 DAHLIA,77012,Restaurant - Single Service,,0,MEDIUM
5701442,1/13/15 0:00,1,PASS,THIM HING SANDWICH,11107 BELLAIRE BLVD STE A,77072,Restaurant - Single Service,VIETNAMESE,7,MEDIUM
5701582,1/13/15 0:00,3,FAIL,QUIZNO'S SUBS 9569,1113 COMMERCE ST,77002,Restaurant - Single Service,SANDWICHES,7,HIGH
5701641,1/14/15 0:00,1,PASS,IMPERIO BALLROOM,57 COOPER,77076,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5701732,1/14/15 0:00,2,PASS,ANDES CAFE,2311 CANAL STE 104,77011,Restaurant - Single Service,OTHER,7,HIGH
5701825,1/15/15 0:00,3,FAIL,SUBWAY SANDWICHES #29986,919 MILAM STE T1500,77002,Restaurant - Single Service,DELI,7,HIGH
5701829,1/15/15 0:00,1,,WHICH WICH # 222,811 MAIN STE 150,77002,Restaurant - Single Service,SANDWICHES,6,HIGH
5700959,1/8/15 0:00,1,PASS,MILLERS CAFE,1001 MCKINNEY STE B-4,77002,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5701197,1/11/15 0:00,2,PASS,JACK IN THE BOX #3963,13915 FONDREN,77085,Restaurant - Single Service,"BURGERS, ETC.",5,MEDIUM
5701282,1/12/15 0:00,2,PASS,ANTONY'S PO BOYS & DELI,10523 KATY  FWY,77024,Restaurant - Single Service,DELI,5,MEDIUM
5701315,1/12/15 0:00,2,PASS,DOMINO'S PIZZA,12649 MEMORIAL,77024,Restaurant - Single Service,,0,MEDIUM
5701930,1/15/15 0:00,3,PASS,CAFE' PARIS,1100 TEXAS AVE,77002,Restaurant - Single Service,SANDWICHES,0,LOW
5702220,1/20/15 0:00,1,PASS,LUPE'S CATERING KITCHEN,306 STAFFORD,77079,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5702240,1/13/15 0:00,1,PASS,SUPER KWIK STORE,4137 CAVALCADE,77026,Restaurant - Single Service,,0,MEDIUM
5701482,1/13/15 0:00,1,PASS,CHATT-N-PAAN,6121 HILLCROFT STE M2,77081,Restaurant - Single Service,INDIAN / PAKISTANI,5,HIGH
5701533,1/13/15 0:00,2,PASS,SARKU JAPAN,500 BAYBROOK  MALL STE 2,77546,Restaurant - Single Service,JAPANESE,9,MEDIUM
5701561,1/13/15 0:00,1,PASS,DAIRY QUEEN,350 ALDINE BENDER,77060,Restaurant - Single Service,"BURGERS, ETC.",6,HIGH
5701565,1/13/15 0:00,1,PASS,EL POLLO DE ORO,179 ALDINE BENDER,77060,Restaurant - Single Service,CHICKEN,6,HIGH
5701634,1/14/15 0:00,1,PASS,LEONARD'S FAMOUS BURGERS,1913 W LITTLE YORK,77091,Restaurant - Single Service,,0,MEDIUM
5701733,1/14/15 0:00,1,PASS,KC'S SEAFOOD & GRILL,5635 TELEPHONE RD,77087,Restaurant - Single Service,SEAFOOD,6,HIGH
5702508,1/21/15 0:00,3,PASS,DELI MAXX,719A SHARPSTOWN STE FC-20,77036,Restaurant - Single Service,,5,HIGH
5701917,1/15/15 0:00,1,PASS,REFRESQUERIA #2,6285 BISSONNET,77081,Restaurant - Single Service,,0,LOW
5701947,1/15/15 0:00,1,PASS,DOMINO'S PIZZA  #6681,7270 ANTOINE STE 300,77088,Restaurant - Single Service,PIZZA,4,MEDIUM
5702207,1/20/15 0:00,1,PASS,TEXAS CHILDREN'S CC FOOD COURT,6701 FANNIN ST STE 3 FL,77030,Restaurant - Single Service,,0,MEDIUM
5702248,1/20/15 0:00,1,PASS,THANG'S CAJUN SEAFOOD AND RICE,6410 ANTOINE,77091,Restaurant - Single Service,SEAFOOD,4,MEDIUM
5702290,1/20/15 0:00,1,PASS,EXTERRAN CAFE (inside Exterran Bldg),263 N SAM HOUSTON PKWY E STE 1V16,77060,Restaurant - Single Service,CAFETERIA,7,HIGH
5702317,1/20/15 0:00,1,PASS,HIGH TOWER DELI,914 MAIN STE RETAIL M,77002,Restaurant - Single Service,,6,HIGH
5702929,1/25/15 0:00,1,PASS,MANNA SANDWICH SHOP #5,2626 SOUTH LOOP WEST STE 101,77054,Restaurant - Single Service,SANDWICHES,4,MEDIUM
5702937,1/25/15 0:00,1,PASS,POPEYE'S,8519 W BELLFORT,77071,Restaurant - Single Service,,0,MEDIUM
5721566,1/29/15 0:00,1,PASS,KINGWOOD AUTOCARE,1090 KINGWOOD  DR,77339,Restaurant - Single Service,,0,MEDIUM
5721759,1/29/15 0:00,1,PASS,CHURCH'S #1143,309 S LOCKWOOD,77011,Restaurant - Single Service,CHICKEN,7,MEDIUM
5702716,1/22/15 0:00,2,PASS,US BIDA,10905 BELLAIRE BLVD STE E,77072,Restaurant - Single Service,BAR & GRILL,5,HIGH
5721832,1/30/15 0:00,1,PASS,CHIPOTLE MEXICAN GRILL # 201,6600 FANNIN ST STE A,77030,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5721844,1/30/15 0:00,1,PASS,POBLANO'S,6560 FANNIN STE 120,77030,Restaurant - Single Service,MEXICAN / HISPANIC,6,MEDIUM
5703061,1/26/15 0:00,3,PASS,RAJA QUALITY SWEETS,5667 HILLCROFT,77036,Restaurant - Single Service,,0,MEDIUM
5721588,1/29/15 0:00,1,PASS,PEI WEI ASIAN DINER,5110 BUFFALO SPEEDWAY STE 100,77005,Restaurant - Single Service,CHINESE,9,MEDIUM
5721608,1/29/15 0:00,1,PASS,SPEEDEXX,211 W CROSSTIMBERS,77018,Restaurant - Single Service,,1,LOW
5721628,1/29/15 0:00,1,PASS,TORTILLERIA TLAXCALI,4667 TELEPHONE  RD STE A,77087,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5721666,1/29/15 0:00,1,PASS,HOLY VALLEY CH OF GOD IN CHRIS,6507 APOLLO,77091,Restaurant - Single Service,,0,MEDIUM
5721834,1/30/15 0:00,1,PASS,WAN FU RESTAURANT,6609 MAIN,77030,Restaurant - Single Service,CHINESE,7,HIGH
5700682,1/7/15 0:00,2,PASS,JACK IN THE BOX 3699,1217 WAYSIDE,77011,Restaurant - Single Service,"BURGERS, ETC.",6,HIGH
5700845,1/8/15 0:00,1,PASS,SUBWAY # 56045,1037 BLALOCK RD,77055,Restaurant - Single Service,SANDWICHES,0,MEDIUM
5700904,1/7/15 0:00,1,PASS,MR. SUBMARINE,3313 MANGUM RD,77092,Restaurant - Single Service,DELI,7,HIGH
5700945,1/8/15 0:00,1,PASS,TROPIK SUN FRUITS & NUTS,340 GREENSPOINT MALL STE 21,77060,Restaurant - Single Service,"BEVERAGES, ETC.",0,MEDIUM
5701017,1/8/15 0:00,1,PASS,WING STOP,8200 MAIN STE 800,77025,Restaurant - Single Service,CHICKEN,5,HIGH
5700095,1/5/15 0:00,1,PASS,BERING MEMORIAL U.M.CHURCH KIT,1440 HAROLD,77006,Restaurant - Single Service,LOCAL / CONTINENTAL,6,HIGH
5700122,1/6/15 0:00,1,PASS,ST ANNE  CATHOLIC CHURCH,2140 WESTHEIMER,77098,Restaurant - Single Service,LOCAL / CONTINENTAL,3,MEDIUM
5700378,1/6/15 0:00,1,PASS,TAQUERIA CHABELITA,5020 NAVIGATION BLVD,77011,Restaurant - Single Service,MEXICAN / HISPANIC,0,MEDIUM
5701051,1/9/15 0:00,2,PASS,MCDONALD'S,534 1/2 EL DORADO,77598,Restaurant - Single Service,"BURGERS, ETC.",3,MEDIUM
5701261,1/12/15 0:00,1,PASS,FLEMING FOOD STORE,12340 FLEMING,77013,Restaurant - Single Service,,0,MEDIUM
5701279,1/12/15 0:00,1,PASS,SUBWAY #40477,11510 SPACE CENTER BLVD STE E,77059,Restaurant - Single Service,SANDWICHES,4,MEDIUM
5724589,1/29/15 0:00,1,PASS,STARBUCKS COFFEE #6309,14607 MEMORIAL,77079,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
